,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Entropy,Contrast,Energy,Dissimilarity,Correlation,
0,10.87210083,487.1148191,22.07067781,2.504047899,6.594702652,0.071269109,68.37049223,0.232694466,3.616214793,0.957407089,
0,2.580108643,135.3214832,11.63277625,4.995313609,25.96423368,0.180701227,125.3067164,0.384041427,4.549253731,0.923162256,
0,4.038299561,278.6308392,16.69223889,4.84478716,25.2502145,0.114879951,76.39362374,0.301427849,3.545454545,0.973804738,
1,5.96862793,676.1489165,26.00286362,4.873867888,24.90845331,0.002568503,59.95624235,0.042258694,4.567013464,0.967676734,
1,4.768859863,527.727806,22.97232696,5.223737898,28.08128417,0.002680839,111.5985863,0.043172397,6.285342262,0.915167481,
0,12.87107849,637.4653587,25.24807634,2.377426808,5.889246839,0.069108185,73.87125375,0.229738156,3.211913087,0.963903037,
0,4.842071533,290.4723955,17.04325073,3.890543648,15.42173936,0.070138586,100.8606859,0.231666617,4.226576852,0.949616002,
0,5.206130981,349.2929473,18.6893806,4.061832018,17.03956699,0.13965013,97.07688271,0.334304574,3.542902125,0.966251717,
0,13.61412048,848.8735559,29.13543471,2.512899879,6.470995531,0.070590565,165.8306213,0.231504362,3.695710059,0.939456996,
0,8.59161377,608.3706669,24.66517113,3.190457622,10.33785479,0.111395157,205.4088785,0.295479368,4.05097706,0.936261721,
0,1.864593506,140.9723564,11.87317802,6.565586811,43.33834095,0.183606597,362.1622642,0.386562011,5.835471698,0.881521148,
0,4.169006348,368.2950185,19.191014,5.152190636,27.51954545,0.149917781,84.00666667,0.347766698,4.304705882,0.981672201,
0,12.61683655,1022.471915,31.97611476,2.985367386,9.262783028,0.103153602,130.4211462,0.284845026,5.300622423,0.973657414,
0,14.28233337,1153.453577,33.96253196,2.814523913,8.327684776,0.140366063,132.791397,0.335766224,5.017664509,0.97551155,
1,9.28553772,1234.204318,35.13124419,4.251200787,18.93034792,0.019016769,94.38411703,0.117710103,5.012330199,0.985317454,
1,2.953720093,380.3866137,19.5035026,7.164300194,54.03983373,0.017480953,161.4679487,0.112595345,7.039044289,0.970481083,
1,1.078048706,108.1411197,10.39909225,9.901554906,99.29996517,0.00899491,23.85925926,0.079214248,2.899259259,0.930004664,
0,3.765472412,164.0458923,12.80804014,3.769213737,14.51742155,0.11107929,37.21232123,0.295340275,2.194994499,0.967246617,
0,10.54644775,416.5700598,20.41004801,2.3940931,6.475666917,0.111431069,54.03269231,0.29594495,2.441968326,0.962907484,
1,11.40769958,557.6134994,23.61384127,2.661397041,7.644493889,0.020942902,68.96272954,0.123373074,3.402505447,0.94916964,
0,3.160720825,189.5346093,13.76715691,4.755178676,23.14561818,0.143189774,46.30622189,0.338718776,2.711394303,0.978078406,
0,17.54039001,1393.460558,37.32908461,2.555193853,6.812908347,0.108993855,212.1781576,0.29310613,5.636087369,0.961109327,
0,10.44813538,914.7341018,30.24457144,3.382664813,11.8068952,0.111983358,278.0746928,0.297374255,6.874039939,0.948451489,
0,2.58581543,258.4713976,16.07704567,6.717814093,46.28264494,0.227744903,400.4139785,0.43591059,7.510752688,0.927261558,
0,6.555541992,536.0874876,23.15356317,3.998386287,16.44055553,0.135349267,117.344002,0.32908033,3.518371527,0.972715628,
1,4.480758667,587.7533222,24.24362436,5.860878857,35.55451335,0.001996469,175.0584821,0.037244024,6.315625,0.937872031,
1,20.37498474,1474.893417,38.40434112,2.534951361,7.223882111,0.078294005,153.1966176,0.246145025,4.56497545,0.969628682,
1,23.01713562,1605.630867,40.07032402,2.391379699,6.492767516,0.077977623,170.4207899,0.245627931,4.580237851,0.96683355,
1,25.57191467,1759.237963,41.94327077,2.346675531,6.295664343,0.05109483,203.3903723,0.196693161,5.063589397,0.959304688,
0,2.698486328,95.45027497,9.769865658,4.194871878,18.33601605,0.107315971,17.78672032,0.290043838,1.718578135,0.977600368,
1,2.097381592,158.7730288,12.60051701,6.351188217,41.24706743,0.058088889,62.85365854,0.208932311,2.696272434,0.972059923,
1,1.00567627,65.70138437,8.105639048,8.65698026,78.76673274,0.016473312,63.86631016,0.108834807,4.094474153,0.945553729,
0,2.345031738,81.34663178,9.019236763,4.422315874,20.36071811,0.156907629,21.21549296,0.355854331,2.116901408,0.971959103,
0,3.5987854,112.4122029,10.60246212,3.478983114,12.74925181,0.117744298,18.1954262,0.305005102,1.992277992,0.973174467,
0,4.395019531,132.2032886,11.49796889,3.236204374,11.21371165,0.10467462,27.47824008,0.286687763,2.359317711,0.960273257,
0,7.376968384,205.8625378,14.34791057,2.508009402,6.850984703,0.07456076,37.10832556,0.239186425,2.699043843,0.947455344,
0,6.12449646,178.0666938,13.34416329,2.685574429,7.568186684,0.066984251,33.1953548,0.225735772,2.47876888,0.949105758,
0,4.353881836,136.876365,11.69941729,3.183509887,10.57662428,0.073233064,39.02859366,0.23655742,2.771056215,0.939920674,
0,3.68296814,168.7739377,12.99130239,3.899134815,15.55010844,0.113448912,45.96609187,0.29812029,2.388349515,0.963133556,
0,4.464416504,184.7576652,13.59255919,3.42262514,12.17211747,0.258365232,42.13155308,0.466429268,1.938892529,0.96554118,
1,6.96647644,742.2171533,27.24366263,4.56597875,22.08436181,0.004713645,124.9443821,0.057700562,5.109441579,0.967886028,
1,6.994674683,689.7860415,26.26377813,4.513917441,21.87948946,0.003334171,101.232438,0.048319065,5.200206612,0.971137625,
0,7.638519287,229.5225375,15.15000124,2.384725953,5.905589115,0.07481688,30.91170108,0.238234028,1.871517535,0.956047386,
0,5.354888916,174.1117633,13.19514166,2.818455885,8.111018546,0.085164236,38.7882248,0.254873767,2.00749331,0.943645057,
0,5.887329102,436.5917006,20.89477687,3.913105682,15.64349689,0.124159704,95.48830535,0.313853504,3.102310231,0.971193176,
0,8.802566528,617.5857981,24.85127357,3.228532138,10.8225115,0.196602667,109.3111827,0.402422102,3.292668816,0.970183425,
1,17.50085449,1200.071226,34.6420442,2.640688857,7.499085449,0.008699754,108.9232924,0.07866019,4.270559506,0.963424973,
1,15.94644165,1114.293154,33.38102985,2.724137321,7.905781739,0.005009181,91.06247912,0.059340152,4.60257267,0.957765614,
0,8.540466309,644.3925521,25.38488826,3.4605196,12.42949793,0.091324682,100.9809524,0.266938266,4.623593074,0.972884324,
0,10.80743408,546.2835641,23.37270982,2.803273961,8.68285357,0.112040553,54.49798984,0.297544503,3.236352095,0.976952016,
1,3.387802124,284.6310359,16.8710117,5.320024851,28.99372845,0.003076878,32.30781893,0.046225369,3.509465021,0.923096764,
0,4.369613647,204.625248,14.30472817,3.763220315,14.60229464,0.074739043,48.46182918,0.239408071,3.439405392,0.964568799,
0,3.717834473,280.5433867,16.74942944,5.10776435,27.38367439,0.225694607,81.09534706,0.433750552,3.35713196,0.975945236,
0,7.517974854,489.9030196,22.13375295,3.496920442,12.96438747,0.282854279,48.41381023,0.490785132,2.673869846,0.983428074,
0,12.59797668,726.0020977,26.9444261,2.679792073,7.624358907,0.107003532,76.04489,0.290433234,4.161960457,0.975216702,
0,15.29904175,814.2217652,28.5345714,2.352953957,5.874802504,0.07287432,87.94980504,0.236885686,4.511285628,0.967368638,
0,16.90800476,847.5176686,29.11215672,2.247961002,5.462724502,0.065120909,102.8331349,0.223298116,4.947718254,0.960593423,
0,17.74169922,834.0069046,28.8791777,2.167876971,4.998911822,0.031443007,101.9399838,0.152565644,4.958536091,0.952415973,
0,16.79695129,779.3253428,27.91639917,2.195027784,5.081967715,0.029651487,86.08751044,0.147847931,4.497598162,0.957371997,
0,5.73324585,361.5253809,19.01382079,3.725289452,14.33945388,0.262836823,60.45735849,0.471276807,2.670188679,0.977641313,
0,8.622787476,506.340322,22.50200707,3.005719157,9.496681719,0.246338323,80.02862347,0.454908453,3.218319022,0.970713017,
0,13.477005,650.0514963,25.49610747,2.375232745,6.196000509,0.106216209,88.1552891,0.289161034,3.831494804,0.961355241,
0,14.64697266,660.3823245,25.69790506,2.230549956,5.441607794,0.09491171,86.28127773,0.272306733,3.874001775,0.959471294,
0,17.49430847,721.1580806,26.85438662,1.988140403,4.498962829,0.091905057,77.72741827,0.267679206,3.791961577,0.962623339,
1,4.189071655,693.2914934,26.33042904,6.78505931,47.4928219,0.001827159,122.7612121,0.035616053,7.061818182,0.968945894,
1,9.056945801,1367.9493,36.98579862,4.790243782,24.05828656,0.001722278,132.2565725,0.034584266,6.635832522,0.982376841,
0,5.008972168,195.3633739,13.97724486,3.117395318,9.993567929,0.214130839,42.90696161,0.420601147,1.798959011,0.962404981,
0,7.800765991,257.5392431,16.04802926,2.454222933,6.383124881,0.119508157,46.39866667,0.307031036,2.255515152,0.952164306,
0,2.566940308,125.1967948,11.18913736,4.675204619,22.28034858,0.138187856,101.5971774,0.332284183,3.690322581,0.924327733,
0,13.65036011,628.7483502,25.07485494,2.282394658,5.631342876,0.105362702,76.6048053,0.287724727,3.483119304,0.964030806,
1,6.428909302,836.9428719,28.92996495,5.199605225,28.52242986,0.002771494,131.1955882,0.04396198,6.806764706,0.974277762,
1,10.23834229,1112.229758,33.35010881,4.096883217,18.09465917,0.010581412,184.6117647,0.087157573,6.719117647,0.968801965,
1,8.787139893,1170.667818,34.21502328,4.413927686,20.2467833,0.009407089,153.1743304,0.08212208,6.631473214,0.974034044,
1,9.313537598,1169.02459,34.19100159,4.335607771,19.85708789,0.011349698,181.9692308,0.090363456,6.766191833,0.972249092,
1,5.068206787,679.3103021,26.06358191,5.751925542,34.66031811,0.033211036,349.8129758,0.157186704,8.185700099,0.954355159,
1,2.201660156,291.5873133,17.07592789,8.550093813,76.89470158,0.015435751,403.5757813,0.105591653,9.55859375,0.932338326,
1,0.348815918,46.59081102,6.825746188,21.3159383,480.1759354,0.032594522,590.6428571,0.154340084,12.1952381,0.911143332,
0,3.728103638,227.8594006,15.09501244,4.806739129,24.94057001,0.108276321,59.14194577,0.292121558,3.514513557,0.974053952,
0,6.467880249,380.8429797,19.51519869,3.509864879,12.92288068,0.218639701,68.32710587,0.426289856,2.999836119,0.972578503,
0,9.750534058,534.4597824,23.11838624,2.904998298,8.919933784,0.142819252,63.11384615,0.338753195,3.185846154,0.975348699,
0,12.29032898,609.42111,24.686456,2.477286587,6.544691092,0.115738011,65.91452897,0.302660011,3.574303406,0.971771232,
0,15.27427673,679.4543036,26.06634427,2.183168965,5.278840047,0.113523948,69.42124052,0.29949875,3.604551539,0.969043464,
1,3.855545044,306.4665992,17.50618745,5.103153362,27.48956716,0.004335695,88.56482956,0.054991884,5.156100669,0.926194215,
0,6.321777344,501.5467443,22.39523932,3.878563854,15.29025095,0.111565777,163.9908824,0.296488569,4.055882353,0.955716298,
0,9.715209961,695.7301104,26.37669635,3.171823176,10.41115395,0.051836718,271.6745734,0.19788676,6.189138577,0.912222004,
0,1.597900391,80.54959958,8.974942873,6.408963322,43.9212801,0.197530963,155.0963145,0.403393414,4.664373464,0.891485653,
1,11.99711609,982.744749,31.34875993,3.049109466,9.590176218,0.007122969,102.3881481,0.070855379,4.467160494,0.937343976,
0,3.830032349,314.2359893,17.72670272,4.887841718,24.11776281,0.124574981,228.5731765,0.31426782,4.735058824,0.936333109,
1,6.950027466,623.140229,24.96277687,4.362688445,20.42225781,0.00128469,174.5028571,0.029864703,6.963214286,0.952735097,
0,4.32649231,287.2971332,16.94984169,4.312306819,19.07989906,0.096878372,158.0088417,0.275187317,5.017860301,0.935786658,
0,7.780075073,503.3221669,22.4348427,3.360816382,11.79630274,0.211687534,70.84639831,0.418852707,2.757869249,0.977098105,
0,11.28823853,674.8470225,25.97781789,2.887330736,8.956079339,0.136621847,70.31005291,0.330868107,3.256907701,0.977493594,
1,14.12753296,1005.780826,31.71404776,2.946598991,9.502932711,0.031921974,212.0568918,0.154011029,6.204902868,0.942130105,
1,9.375305176,915.1250722,30.25103423,3.884962913,16.00757935,0.00173929,150.5578017,0.034782386,6.316412099,0.966769737,
0,8.573196411,598.983647,24.47414242,3.336834144,11.51860128,0.074131132,209.1507246,0.239034537,5.888198758,0.934789421,
0,2.750839233,212.0603394,14.56229169,6.021908442,37.67763235,0.099976636,206.5764411,0.280059629,5.615538847,0.93861057,
0,3.89956665,255.1313753,15.97283241,4.516900208,20.92110111,0.111304086,104.7176964,0.2961765,3.960634226,0.957286737,
0,4.695632935,290.9309056,17.0566968,3.993686042,16.33810517,0.182755659,73.26529536,0.386559447,2.868407173,0.970129003,
0,7.207000732,414.7489814,20.36538685,3.208135413,10.6553023,0.185130023,90.20873704,0.389428489,3.380248173,0.96317666,
1,19.40148926,1242.315429,35.24649527,2.536772413,7.137277353,0.018356076,133.9745382,0.115615268,5.450109383,0.958483384,
1,6.446334839,703.2891191,26.51959877,4.607152512,22.22241243,0.020380778,153.565625,0.12211917,5.610336538,0.964440019,
0,2.669662476,121.0766373,11.00348296,4.541853969,21.11540362,0.120600233,38.73365231,0.308714346,2.443735602,0.967893422,
0,4.066070557,183.948247,13.56275219,3.647798879,13.66770646,0.320552797,33.40939836,0.524936269,1.636881452,0.975671544,
0,7.00730896,284.0501132,16.85378632,2.809962702,8.388745244,0.202267821,50.88385876,0.408177547,2.249936948,0.963215475,
0,9.88420105,355.5640645,18.85640646,2.311992587,5.705507312,0.118766576,37.4702352,0.306150719,2.142200595,0.970128626,
1,4.325744629,368.9326862,19.20762052,4.970646433,25.90321155,0.031516279,170.2561072,0.152813307,5.182821119,0.943195537,
1,4.485321045,238.0389629,15.42851136,4.195342275,20.04425278,0.100591409,83.099807,0.279652029,3.143093466,0.951367305,
0,5.182022095,270.4235068,16.44455858,3.506248467,12.50848038,0.079007557,84.18877551,0.246342285,3.182062299,0.943559772,
0,6.693099976,348.5252205,18.66883018,3.148315124,10.15781293,0.105377621,76.45109578,0.287156806,2.955762987,0.956921394,
0,7.833618164,403.4645849,20.08642788,2.965006211,9.087112954,0.110440182,77.69989705,0.29484404,3.334763212,0.959393983,
0,7.216812134,388.9327496,19.72137798,3.186735364,10.54201899,0.06357032,111.7132353,0.22012276,4.53125,0.938929169,
0,7.756866455,460.2061798,21.45241664,3.343802893,12.3413632,0.22015151,107.350271,0.427875331,3.109349593,0.95966749,
0,11.76564026,570.1501494,23.8778171,2.527787822,6.904903922,0.125441973,85.37388597,0.315987496,3.497906153,0.962124497,
0,13.00776672,595.6843377,24.40664536,2.355542467,5.962400587,0.108450875,73.40800405,0.292278278,3.620162107,0.965560946,
0,1.182388306,76.07803214,8.722272189,8.190525586,70.69014706,0.188779096,167.9069149,0.393689768,5.030141844,0.924369995,
0,6.863204956,400.9748659,20.02435682,3.433300401,12.49671507,0.212098307,65.45293584,0.419194424,2.634382567,0.973813465,
1,4.237304688,468.789312,21.65154295,5.907896959,37.53457527,0.001533835,214.9014137,0.032673562,8.571056548,0.940103492,
0,9.860671997,453.3059123,21.29098195,2.604916423,7.047161072,0.071651308,92.62759549,0.234287147,3.978031323,0.943033287,
0,6.2527771,320.3250477,17.89762687,3.324635207,11.38034282,0.075633141,124.4082816,0.241215212,4.650517598,0.92805448,
0,2.409683228,136.5582049,11.68581212,5.351058609,29.74154312,0.10070996,139.7874687,0.280968925,4.485714286,0.918851107,
0,8.727600098,926.6297712,30.44059413,3.776276085,14.41352554,0.11213999,290.3229412,0.297163512,4.423529412,0.955289956,
1,6.619110107,838.043966,28.94898903,4.895069648,25.22201206,0.001045399,355.1647761,0.026931098,10.32955224,0.880350178,
0,32.83215332,2598.678936,50.97723939,1.986680202,4.252588254,0.058397272,352.1238029,0.210743385,6.569326856,0.948522009,
0,30.85424805,2470.834261,49.70748697,2.061911218,4.543873988,0.055420562,390.8103244,0.204923539,6.407238924,0.939324192,
0,5.134231567,194.4634146,13.94501397,3.195271655,10.95209779,0.255896995,29.54163414,0.46422379,1.775045537,0.973052491,
0,9.993453979,359.1950978,18.95244306,2.398286279,6.380797625,0.120148189,45.58030196,0.308547645,2.479481204,0.965166417,
1,14.22511292,665.6680776,25.80054413,2.631810757,8.00727661,0.019187262,81.4759633,0.118110991,3.840978593,0.952146649,
1,19.20185852,985.4354384,31.391646,2.734759168,9.019764695,0.020130943,98.81012974,0.121042184,4.009530938,0.962965036,
1,15.24786377,947.0856073,30.77475601,3.099996226,11.61872168,0.017260121,148.7927845,0.111992581,5.04202458,0.951855373,
0,5.188491821,343.2279498,18.52641222,3.921386056,15.64779748,0.085477165,75.43422914,0.257144853,3.628791451,0.96874368,
0,6.582977295,417.7942585,20.44001611,3.465654003,12.37033431,0.253227093,61.09484251,0.461639011,2.599861544,0.978539204,
1,9.432876587,643.2168677,25.36172052,3.226910553,11.18925814,0.044637688,75.07708872,0.182968826,3.829672696,0.971284613,
0,17.94720459,745.9913253,27.31284177,1.952730425,4.141585829,0.062464679,89.24555556,0.217795096,3.504259259,0.951931845,
0,15.79673767,672.5001846,25.93260852,2.075163188,4.582633525,0.058463566,76.86358207,0.210168464,3.410500078,0.954548919,
0,12.58624268,592.0639718,24.3323647,2.338556395,5.734104846,0.088638223,88.11047346,0.262104438,3.588474414,0.954566163,
0,7.885681152,426.5516394,20.65312663,3.009909508,9.343422715,0.121039793,119.0841576,0.309690212,4.321533923,0.943791198,
0,2.180297852,133.3150378,11.54621314,5.691726916,33.31213191,0.24236437,166.3232184,0.450851809,4.64137931,0.922126909,
0,6.687042236,435.5779403,20.87050407,3.450140967,12.26475139,0.316387045,58.12673831,0.521660483,2.225979772,0.980289091,
0,10.94935608,620.6379351,24.91260595,2.688397315,7.704843934,0.198119781,79.54571363,0.404058852,3.152758778,0.971997705,
0,15.00563049,738.1161672,27.16829342,2.224289686,5.344780552,0.115652617,79.86696429,0.302422808,3.6375,0.968234478,
1,13.92298889,1020.62874,31.94728064,3.167663188,11.23939665,0.004586493,77.81077296,0.056600907,4.641803585,0.967827888,
1,11.76358032,873.8172934,29.56040076,3.507027011,14.20493395,0.00608835,66.81935818,0.065389901,4.632608696,0.975216384,
0,7.17350769,624.6836084,24.99367137,3.773161194,14.3945534,0.113802349,175.1597059,0.299115641,3.288823529,0.959837692,
1,2.467910767,271.6349798,16.48135249,7.302393157,55.90280879,0.04077014,532.5517058,0.174853086,9.243603412,0.897902772,
1,11.56137085,1041.044904,32.26522748,3.314298814,11.54855875,0.021134793,237.6619548,0.124276516,6.161411139,0.937064172,
0,2.93586731,237.4555107,15.40959152,5.618968313,32.31665931,0.197672549,337.0574939,0.403515811,6.579361179,0.909272958,
0,8.528625488,979.4508484,31.29617945,4.018075283,16.40634106,0.088059176,199.8804171,0.261577522,4.973281199,0.972584359,
1,3.24017334,458.0296079,21.40162629,6.926580209,48.97966404,0.057141555,527.2473404,0.207934166,7.111170213,0.934834132,
1,10.78787231,1058.668924,32.53719293,3.413579303,11.91252668,0.006899346,273.3537165,0.069797872,6.769808429,0.885706887,
0,17.00631714,1307.617659,36.16099638,2.551075307,6.789616705,0.109082423,201.6417854,0.293211151,5.417030706,0.960537276,
0,9.944549561,836.0834002,28.91510678,3.408191386,11.99829737,0.112191427,256.4458525,0.297619605,6.555875576,0.948505856,
0,2.470733643,235.7198511,15.35317072,6.700830696,45.99795789,0.227959162,373.9731183,0.436081856,7.225806452,0.925439559,
0,9.782318115,1101.392122,33.18722829,3.67883538,13.77192241,0.285718956,201.6539216,0.493223685,3.66254902,0.976327069,
1,11.74780273,1808.252319,42.52355016,4.047963726,16.83584026,0.001861171,107.8515559,0.036017545,5.950798991,0.980063301,
0,18.19918823,1298.86837,36.03981645,2.386968489,5.921084443,0.07168874,104.6072072,0.234563924,3.871557272,0.974441326,
0,12.19007874,944.4880907,30.73252497,2.913321641,8.719744646,0.073241527,108.1981685,0.237378182,4.197435897,0.972250496,
0,5.418548584,447.5143644,21.15453531,4.294696839,18.94363789,0.096369946,155.2891247,0.274543967,5.227586207,0.958997721,
0,6.41633606,481.660427,21.94676348,3.917004128,15.9357069,0.277509347,55.85670599,0.48560105,2.817824377,0.984805895,
0,9.741424561,624.7145584,24.99429052,3.134720325,10.47418434,0.144372294,62.63974359,0.340803764,3.353846154,0.981033898,
1,22.12965393,1315.122478,36.26461744,2.222212986,5.343353354,0.023703382,74.24922737,0.131799143,3.900331126,0.973814667,
1,5.32623291,595.498365,24.40283518,4.940953391,24.99592263,0.003970991,25.70729167,0.052556302,3.212847222,0.972092046,
0,11.67053223,666.2753536,25.81231012,2.610845378,6.990788198,0.068664344,56.72464623,0.228411522,3.118366745,0.976729884,
0,5.71031189,236.6663445,15.38396387,3.218804445,11.30950864,0.220813631,47.63712737,0.428413881,2.309214092,0.964164762,
0,9.190353394,333.8439937,18.27139824,2.49675361,6.896214888,0.126449814,45.07484162,0.317105636,2.532696231,0.964690799,
0,1.026947021,54.35270184,7.37242849,7.638920515,59.93553891,0.189929651,130.8067376,0.394707195,4.34751773,0.912696268,
0,3.406814575,187.3270146,13.68674595,4.345207415,19.18033214,0.136623918,42.47304965,0.329005904,2.302836879,0.975522836,
0,4.25201416,228.8033562,15.12624726,3.877156149,15.25025411,0.124566496,47.33392751,0.312634109,2.164289958,0.972082426,
0,13.39724731,479.5740123,21.89917835,2.048128631,4.483755097,0.077224254,43.63045924,0.243112237,2.472636573,0.967091396,
0,9.254135132,359.8288026,18.96915398,2.430217227,6.103340975,0.095090126,46.88053271,0.270542964,2.270792532,0.962088364,
0,5.975463867,251.9717171,15.87361701,3.00757283,9.230337553,0.114800329,56.85518519,0.299521058,2.704074074,0.953508043,
0,1.850891113,86.15628494,9.28204099,5.347009834,29.09628154,0.256452111,80.30590157,0.464127591,3.07698591,0.936027952,
0,6.25932312,475.5839502,21.80788734,3.850026391,15.09357166,0.104247872,62.93025258,0.28575879,3.231056257,0.981541783,
0,6.856460571,532.6205159,23.07857266,3.75957002,14.4485824,0.078757626,93.95630252,0.246175523,3.655742297,0.973058009,
0,18.83323669,1179.498024,34.34382076,2.224658006,5.135291429,0.059757794,133.5979918,0.212596724,3.65800012,0.958224563,
0,15.63298035,1085.815995,32.95172218,2.472918592,6.284411663,0.085012471,147.206422,0.256003282,3.551987768,0.960323913,
0,4.033752441,358.2167915,18.92661596,4.987047735,25.23338955,0.106103161,340.8185404,0.288719088,6.598126233,0.916842699,
0,6.334838867,463.3289849,21.52507805,3.758477041,14.40581653,0.121097886,64.68544601,0.30943293,3.109590879,0.980241156,
0,8.450592041,559.0921892,23.64513035,3.164872194,10.3590673,0.226858551,85.49160562,0.434695315,3.009004884,0.974128504,
0,12.89656067,704.706398,26.54630667,2.500861556,6.632920592,0.119860688,65.18922045,0.308303488,3.241151978,0.976293363,
0,14.73986816,766.0306815,27.67725928,2.265490966,5.524943809,0.14002238,71.31144279,0.334981893,3.310845771,0.974271308,
1,8.326049805,1273.955579,35.69251433,4.763256658,23.53645043,0.012553606,155.9139957,0.095073465,5.764423077,0.97904817,
1,7.17628479,1067.638806,32.67474263,5.118554633,27.40359513,0.028209317,164.2090411,0.144384082,6.252876712,0.982102034,
1,4.786697388,646.8848443,25.43393096,6.108336753,40.031689,0.02505003,188.1563506,0.135764387,7.180322004,0.975365244,
1,2.066390991,262.6463957,16.20636899,8.568760029,77.56873941,0.011621368,306.5866667,0.091408728,9.175,0.936306988,
0,3.645553589,173.8130355,13.18381718,3.988484892,16.22379747,0.106143537,39.4160097,0.287909143,2.438750758,0.970392753,
0,4.886230469,226.2823636,15.04268472,3.469727959,12.39194532,0.215803704,26.39201814,0.42250524,1.80154195,0.98266434,
0,7.88999939,304.3741742,17.44632265,2.682358886,7.571454384,0.101035953,39.9156,0.28121471,2.555066667,0.967950248,
1,3.375534058,332.7112414,18.24037394,5.938632367,36.82410569,0.002337159,40.85265049,0.040286253,3.980233603,0.973653757,
0,6.810348511,239.0230817,15.46037133,2.687016661,7.514432197,0.084337185,37.23808794,0.254726837,2.334150452,0.958613209,
0,4.16847229,158.5277038,12.59077852,3.406637905,11.92472381,0.087954486,56.89746626,0.260684186,2.759175941,0.934744486,
0,4.442184448,239.5719816,15.47811298,4.19418728,18.62912925,0.251074624,38.08867925,0.459724128,2.524356775,0.979412847,
0,7.846389771,406.2549323,20.15576673,3.317404004,12.07728168,0.115164014,52.92458169,0.301893637,3.11921752,0.975304571,
0,10.60998535,505.1413542,22.47534992,2.662449755,7.528646594,0.09760332,49.66219407,0.276385211,3.090596823,0.976630912,
0,8.629623413,371.9239134,19.28532897,2.62372573,7.054795976,0.081176358,43.2600286,0.248120304,2.410927975,0.968292537,
0,5.32623291,252.6453034,15.89482002,3.338770315,11.31749067,0.089334984,42.78992177,0.261228517,2.593649333,0.969048675,
0,8.028701782,560.5012909,23.67490847,3.491480965,12.82142288,0.211404505,91.10124092,0.418617749,2.911622276,0.974245473,
0,8.860855103,687.9002531,26.22785262,3.545867336,13.15906421,0.073753068,269.9064182,0.238484211,7.129606625,0.933815261,
0,2.830886841,223.6320946,14.95433364,6.229548772,41.20873046,0.099583324,214.3092732,0.279570761,6.180952381,0.939332399,
0,7.974227905,834.9190533,28.89496588,4.040101992,16.82369817,0.130114781,68.65387823,0.322355841,3.847094801,0.989972351,
0,16.07814026,1274.250631,35.69664733,2.74066595,7.906653838,0.074275,76.16686869,0.239356208,4.100875421,0.985408779,
0,14.50968933,1154.041317,33.97118362,2.753881633,7.847991113,0.071652046,76.57056194,0.234525609,3.465517241,0.983104063,
0,8.569396973,783.5240233,27.99149912,3.635602859,13.44157379,0.07911662,85.93748358,0.246904498,4.179931705,0.982766913,
0,8.821777344,690.2059434,26.27177085,3.418552204,12.19526706,0.250642183,96.98976318,0.459331891,3.18487395,0.97801267,
1,18.79402161,1465.260877,38.27872617,2.616533506,7.266800682,0.021036182,207.1532058,0.124052812,5.760388002,0.954951217,
1,8.834503174,824.8360294,28.71995873,3.755877923,14.65189835,0.003160374,173.6441799,0.047025304,6.04265873,0.944677309,
0,5.445404053,327.0065776,18.08332319,3.764285984,14.67427513,0.247116642,48.8774519,0.45567627,2.785727629,0.980029042,
0,9.699325562,527.0108539,22.95671697,2.866913931,8.688637882,0.122686554,71.75753846,0.312197697,3.622017094,0.970610614,
0,4.643218994,366.4129375,19.14191572,4.590419271,21.77170867,0.090337511,182.6613211,0.265395105,5.24513173,0.947121741,
0,6.287796021,504.4200082,22.4592967,3.973747192,16.43548166,0.305167245,118.8077077,0.511623947,3.192693697,0.971543308,
0,4.513824463,417.685067,20.43734491,4.92714533,24.84547857,0.191223886,292.4289121,0.396447323,6.376811594,0.942568475,
0,1.093719482,11.39591442,3.375783527,3.647190109,14.65121504,0.179231251,3.194733195,0.376623097,0.681120681,0.957850675,
1,2.21585083,50.60884819,7.113989611,4.21792844,19.62228441,0.01717601,5.322916667,0.109834132,1.325367647,0.975985685,
0,2.350280762,67.36947901,8.207891265,4.016625231,16.71192604,0.109947242,14.84507042,0.293225056,1.741113347,0.971107372,
0,4.815246582,108.3785963,10.41050413,2.719339667,7.91349864,0.110102313,14.54501685,0.294005208,1.68933558,0.967864343,
0,6.135269165,134.6586253,11.60425031,2.380753127,6.161372224,0.109881683,15.35683286,0.293049181,1.70413888,0.967659241,
1,6.265258789,182.2933806,13.50160659,3.21446306,11.88906334,0.009243672,25.11823755,0.080742397,2.591034483,0.956504323,
1,5.989700317,226.9807226,15.06587942,3.411770745,12.67965926,0.020764258,30.82482639,0.122959694,2.623784722,0.969586633,
1,5.560775757,250.450113,15.82561572,3.555536023,13.49237101,0.020898033,25.6122449,0.12338711,2.420775052,0.977866569,
0,7.014923096,415.703618,20.3888111,3.390860578,11.98505038,0.212185868,61.28647094,0.419267389,2.598970944,0.976241217,
0,6.363571167,342.2801266,18.50081421,3.426698663,12.17628066,0.074801925,128.5517598,0.240011217,4.879089027,0.933514494,
1,13.067276,879.6762181,29.6593361,3.11624137,11.00429151,0.038159965,123.7936593,0.168925123,4.814438503,0.963149502,
