Review Number,Source,Location,Review
949,google reviews,"Boul Langelier, Saint-Léonard, Montreal","No follow-up of the customer file I have the impression that I am dealing with amateurs not professionals, I do not recommend this bank"
950,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Thank you very much Romuald excellent service wonderful person good attention
951,google reviews,"Boul Langelier, Saint-Léonard, Montreal","We responded to a survey for their mediocre services at Plaza Langelier and now they are harassing us on the phone; by their directors, she calls us directly at the office and constantly sends us emails. Real harassment and abuse of power. I will definitely change banks. The bank asked us to respond to a survey and now if they don't like the answers they will call us directly. We would like your calls to stop immediately."
952,google reviews,"Boul Langelier, Saint-Léonard, Montreal",They serve you very well and excellent. Service I recommend
953,google reviews,"Boul Langelier, Saint-Léonard, Montreal","Very much appreciated my interview with Mr. Romuald Happifonkui, very patient, very explicit and warm, he explained to me many things about my cards that I did not know once again 5 stars for the scotia bank and its employee Romuald.😊😊 😊 …"
954,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Mr. Romuald is a very friendly and very good person. Thanks
955,google reviews,"Boul Langelier, Saint-Léonard, Montreal",I couldn't cancel my credit card without losing all of the bonus money I had collected there! Completely absurd! I would have had to pay the annual fee of $120 to get $46 in rebates. Nice scam!
956,google reviews,"Boul Langelier, Saint-Léonard, Montreal","Very good attention from Mr. Romuald, excellent explanation and great service, highly recommended, excellent bank"
957,google reviews,"Boul Langelier, Saint-Léonard, Montreal",I am very satisfied with Romuald's service at Scotiabank
958,google reviews,"Boul Langelier, Saint-Léonard, Montreal","I really liked it, they were very kind to me and explained everything to me and I understood well."
959,google reviews,"Boul Langelier, Saint-Léonard, Montreal",I received VIP service. The customer service is top notch. Thank you very much. I feel at home with Scotiabank.
960,google reviews,"Boul Langelier, Saint-Léonard, Montreal",THANK YOU very much Mr ROMUALD FOR THE SERVICE.😂😂 …
961,google reviews,"Boul Langelier, Saint-Léonard, Montreal","I lived in Downtown, my bank was in Westmount (the service was and in my opinion will always remain impeccable). I moved to the area 3 years ago, I was so discouraged with the service, I decided to close my bank account with Scotiabank after over 15 years. You have a long, long way to go. We see and feel that everything they do is in their interests."
962,google reviews,"Boul Langelier, Saint-Léonard, Montreal","""worst service, no ATM was working since at least Monday July 1st and yesterday Tuesday July 2nd and the funniest thing the same phenomenon happens every long weekend, incredible waits for the checkout service.....really painful.. .... after more than 25 years as a customer at this branch, too much fuss and hassle of changing banks so I endure By the way, their system still works well when the time comes to take and increase their monthly fees"""
963,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Great service! Well organized and reliable! I recommend to everyone
964,google reviews,"Boul Langelier, Saint-Léonard, Montreal","""Romuald gave me very good service! Thank you so much."""
965,google reviews,"Boul Langelier, Saint-Léonard, Montreal","Thank you very much, very good service to Romauld"
966,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Really good welcome. I loved it
967,google reviews,"Boul Langelier, Saint-Léonard, Montreal","Worst branch, mediocre service, arrogant advisor who refuses to speak to customers, postponement of appointments without informing the customer, no follow-up by telephone, run away ladies and gentlemen so as not to waste your time, in short if there is a rating of 0 it would be gladly"
968,google reviews,"Boul Langelier, Saint-Léonard, Montreal","""Excellent service from Romiald, Courtesy, promptness, efficiency!👍 …"""
969,google reviews,"Boul Langelier, Saint-Léonard, Montreal",I like service! THANKS
970,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Good service with Mr Romuald
971,google reviews,"Boul Langelier, Saint-Léonard, Montreal","Very good attention, congratulations!"
972,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Very good service...clear information and a very good up sale
973,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Great service with Romuald👍🏽 …
974,google reviews,"Boul Langelier, Saint-Léonard, Montreal","The Spanish language is understood, good service"
975,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Romuald the attention is very excellent 👌 …
976,google reviews,"Boul Langelier, Saint-Léonard, Montreal",I was very happy with my experience with Advisor Romuald
977,google reviews,"Boul Langelier, Saint-Léonard, Montreal","""Good morning, Today I saw poor customer service at this agency, an employee intimidated …"""
978,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Thank you very much Mr. Romuald
979,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Excellent service from Mr Romuald
980,google reviews,"Boul Langelier, Saint-Léonard, Montreal","Very good place and very good service, from ROMUALD"
981,google reviews,"Boul Langelier, Saint-Léonard, Montreal",I really enjoyed my time at the Scotia Bank with qualified and welcoming staff
982,google reviews,"Boul Langelier, Saint-Léonard, Montreal","""Thank you very much for the service, professional thanks again"""
983,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Bad service from Mr Hatim
984,google reviews,"Boul Langelier, Saint-Léonard, Montreal",The worst branch no service and arrogant manager
985,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Good advisory service Happi merci
986,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Good service from happi I recommend it
987,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Good service from Romuald.
988,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Three three good service
989,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Very good good quality reliable
990,google reviews,"Boul Langelier, Saint-Léonard, Montreal","""Best advisor in Canada Thank you Romuald."""
991,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Thank you very much for the services
992,google reviews,"Boul Langelier, Saint-Léonard, Montreal",I do not refer this bank poor customer service and inability to resolve a simple problem
993,google reviews,"Boul Langelier, Saint-Léonard, Montreal","Thank you to the St-Léonard team for their vigilance! They avoided a fraud, in fact a scam, of which my mother was a victim. Thank you"
994,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Thank you very much for your services
995,google reviews,"Boul Langelier, Saint-Léonard, Montreal",three good
996,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Thank you Roman good job
997,google reviews,"Boul Langelier, Saint-Léonard, Montreal",And good service thank you
998,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Thank you Mr Romuald
999,google reviews,"Boul Langelier, Saint-Léonard, Montreal",It’s hard to get good service!
1000,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Thank you very much nice app
1001,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Ask to pass to take card and once arrives ask to meet appointment
1002,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Poor service
1003,google reviews,"Boul Langelier, Saint-Léonard, Montreal","THANKS,"
1004,google reviews,"Boul Langelier, Saint-Léonard, Montreal",The worst bank ever. Go somewhere else
1005,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Thank you so much
1006,google reviews,"Boul Langelier, Saint-Léonard, Montreal","On weekends, the two counters are rarely operational"
1007,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Not true that it's open until 8 p.m. on Wednesdays %=) @@#@®©¢¥¥©®™>¦¬¥~>¦^^~<@@$$$$#@
1008,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Good attention
1009,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Romuald is exceptional!!!
1010,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Good service
1011,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Temporarily closed google and poorly informed Lol
1012,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Excellent Romuald
1013,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Well done
1014,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Thank you so much
1015,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Thank you Romuald
1016,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Good service
1017,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Clean wickets
1018,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Worst bank and branch in the world.
1019,google reviews,"Boul Langelier, Saint-Léonard, Montreal",Thank you so much
1020,google reviews,"Boul Langelier, Saint-Léonard, Montreal","I am Turkish and he helped me a lot, thank you"
1021,google reviews,,
1022,google reviews,,
1023,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","""Why is the door to the atm is locked? I cannot access my money today Saturday September 14, 2024 at 4:00 pm. Who locked the door? Am I supposed to go to another branch to pay the extra fee because someone at this branch has locked out all customers? The door doesn’t open with my bank card."""
1024,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Long wait time then was told to book an appointment with a different employee on a different day anyway, so I waited half an hour for nothing. And it was a simple thing, but either the branch or Scotia's policy made it painful."
1025,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",Great and carry service by my financial advisor Donato Addona.Olso the tellers very kind from succursale Anjou.Thank you for your service!¹
1026,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","By far, the worst and most disturbing 'customer service' you can ever receive. This branch needs to be investigated by head office because the people working there are clearly doing anything but work. Attempted to call half a dozen times, no answer. Attempted to reach the manager Charles Sadan no answer. Assistant manager Masouda Sadat no answer and no call back after i left a voicemail. No response to emails either."
1027,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Extremely awful customer service from man on the phone. Very rude, i was simply calling because they called me leaving no messages and i wanted to know if my credit card had arrived. He made me answer frequent questions and wanted my social assurance number which i refused and he did'nt want to help me nor answer me when i was talking to him. If you don't enjoy your job then change !!!"
1028,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",If I could give zero stars I would. Worst customer service ever. You leave voicemails and emails only for absolutely no one to get back to you. It’s clear that offering good customer service is the least of their priority. I will be closing my account asap.
1029,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Worst customer service ever. Gave them 5200$ CASH to repay my car loan to be able to sell it. They sent the money to their wrong finance center and told me I would have to wait a week to see it in my account!!! Lost the sale of the car. Their customer support was totally useless. They offered not alternative or nothing. Do NOT do business with Scotiabank, you will be sorely disappointed."
1030,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Brought an old 1954 hundred dollar bill to exchange, they examine it and know that's it real. Yet they send it off to bank of Canada to have it checked out without giving me any confirmation papers whatsoever. They told me it would take 3-5 open days and it's been 3 weeks with no news from them.. I keep calling them, they don't return my calls and they keep avoiding me!! AWFUL UNPROFESSIONAL SERVICE!! They couldn't care less about their customers."
1031,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",I’ve been waiting on the phone for 1 hour and 6 minutes and still no answer!! Is this what you call customer service ? They never answer whenever I try to contact them. Absolutely the worst bank ever.
1032,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",wich i checked the star rating before comming :( deposited 600$ the machine threw an error message and kept 300$) both teller and director said there is nothing they can do. garbage service
1033,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Love it here, amazing service"
1034,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",The oldest ladies working there will shout the amount of money you have in your bank and how much you owe out loud and everyone will know how much you have.
1035,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","""Bad customer service, they do nothing, everything is on phone, and very long waiting list on phone! I haven’t chosen them but my car loan is with them !"""
1036,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",Missing staff waited 25 min in line only two tellers on a monday at 1:30pm this is exactly what bad customer service is … find staff hire give jobs asap
1037,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Excellent customer service, every time! I wish they become more competitive when it comes to mortgages."
1038,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","""Zero customer service. No way to speak to someone in person at your branch office!! Horrible Srevice"""
1039,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",They only care about the sell.. Afterwards they don't even answer you. They didn't respect what it was told... Never get a mortgage with them. Very poor customer service.
1040,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Always out of envelopes, dirty location, rude staff, i’ve seen homeless people sleeping in the atm vestibule over night."
1041,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","I find the one lady so rude that I'll wait for anyone other then her to serve me, poor customer service for sure"
1042,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",I received excellent service from young lady thanks
1043,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",Why do you put your bank’s ATM everywhere replacing other people’s 🏦 banks?! 😡 …
1044,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",The worst service I’ve ever had in my life
1045,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",Bon Service courtois
1046,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",They have tap in their atm machine.
1047,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Bad service, bad habit"
1048,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",Good service
1049,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","""Went and tried to use the atm at this branch to withdraw money and to my surprise the door was locked when on the window there’s a paper saying the atm is accessible from 7:00am to 10:00pm at night It’s not right to do this to people that have to use the atm in the area."""
1050,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","""Hello It is not my branch , but I go often , very polite staff and helpfull . They also have an """"ATM"""" that supplies Fifties and One hundred 💯 denomination, very convenient!!! Plenty of space to park Cheers Mike"""
1051,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","The counter service is super friendly. On the other hand, staff turnover means that we have no customer service. Email, we receive an initial response then nothing, call remains unanswered. Very, very ordinary as a bank and I do not recommend it in any way."
1052,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Worst service in the world, cashiers at the counter slow, incompetent and unpleasant..."
1053,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Very bad experience with that bank. Anyway, I'm going to close my account with them. I deposited money more than two weeks ago through the ATM and he stole my money. It appears in the statement as deposited and is then removed from the account. Nobody knows how to answer me, they don't answer calls, the branch manager is a two-legged animal AND MY MONEY STOLEN. YOU WILL HAVE TO SUE THE BRANCH WITH THE RESPECTIVE ENTITIES."
1054,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",Why is the ticket office closed at 9:20 a.m.?
1055,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Worst banking experience of my life. New customers will have a very hard time at this branch. In short, I closed the account in the same month as the opening to give you an idea."
1056,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",Both the financial advisor and the counter employees have treated me very well. Thank you very much.
1057,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Worst branch ever. I have an advisor who doesn't even bother to respond to my email requests since the beginning of June, despite my reminders. I need to change banks urgently. It's shameful to be so unprofessional!!!! The worst part is that I've only been a customer for 2 months, I can't imagine what's next!"
1058,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Yesterday I asked to close my line of credit. Customer service informed me over the phone that they were unable to. do it. I had to go to the branch. I went to my Anjou branch, the one located on Galerie d'Anjou. Surprised, the cashier informed me that I had to wait for my account statement... and not to rely on customer service (ho de boy!). I find this totally stupid, and an unnecessary waste of time. And to top it all off, I call back the friendly customer service of Scotiabank, you know the same service that asked me to come to my branch and well it's funny they were able to close my line of credit and that I will receive an amount (overpayment on my credit line) by mail. Again... this friendly service informs me that it is not able to tell me exactly what amount I will receive. Huge waste of time, inconsistent information, poorly managed, incompetent or deficient banking system... By the way, this is not the first time I have found myself in a similar situation with Scotiabank. They made me pay for mortgage loan insurance WHEN AND even though I had clearly indicated that I did not want it (emails in hand to confirm it)... this was a mistake by a branch employee. I WILL NOT PUT MY FEET IN THE SCOTIA BANK ANYMORE BE ASSURED OF THIS."
1059,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","The worst service you can get is here. We allow ourselves to go through your accounts, close lines of credit for no reason, we don't return your calls, we make virtual appointments, no one shows up. I've never seen that in my life! Even a formal complaint does not resolve the issues. Never ever again. One star is too much! No labels. Amazing that this can be done these days."
1060,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Very poor service. There was an error in registering my RRSPs and it's been 5 weeks since I requested to have it corrected and it still hasn't been done. The person who takes care of my file doesn't follow up unless I keep restarting it. I spoke to the bank manager and didn't receive good service either. I made a formal complaint but it doesn't change anything. Once this matter is resolved, I am leaving this bank as quickly as possible. Do not do business with this bank."
1061,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","I think it's high time to put some maintenance on your counters. 1 ATM completely closed and the money reader on the other which barely works. I had to deposit $800 of $20 by putting only one at a time, so I have 40 new deposits in my account. The machine didn't want to know anything about having more than one at a time. What a joke."
1062,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","for such an important institution, it is really not well managed. The two ATMs did not work, which forced us to cross the entire city to find one since there is no ATM of this bank in the east of the city. In addition, there is often only one clerk at the cash register, the others being busy doing other things (than being service clerks) and are however behind their counter. Really long wait, no apologies or explanations. However, behind the counter they displayed the portrait in three giant copies of their manager! As if we had to bow out to him. Pathetic!"
1063,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","""Poor! Yesterday I wasted 1 hour trying to DEPOSIT $. None of the 2 counters could do it for me and I tried everything, the bank even changed my tickets twice. There are limits there!!! In addition, the cashier looked at me with a smirk and said, put in a little at a time which didn't work. And hello! If I want to deposit a good amount, I'm not going to start depositing a little bit at a time... stupidity. They even told me to call Tangerine to check if it wasn't my card when it had nothing to do with it. So change your counters!"""
1064,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",No service with sales department. Unable to reach a clerk by telephone. No return emails or telephone calls.
1065,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Terrible phone service, long wait at least 30 minutes. to be transferred to another number. During the transfer, the line cuts and we have to start the same process again sometimes several times. After 2 days of trying without success I had to give up. I'm waiting for my email to be answered."
1066,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","""I was totally dissatisfied with the customer service offered to its customers on the phone and online. I tried in vain to prepay my car loan, but they ask for a 6-digit loan number, which is nowhere listed on the contract, nor on my online account pages and the service agent online customer is unable to understand or even inquire about my account information, despite being online with him for more than 20 mins. Terrible service and although bearing the Scotia name, banking services are also unable to access the information because it is an """"another affiliated service"""". I recommend that you choose another financial service for your car loans."""
1067,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","""During rush hours there are never more than two cashiers in front... You wait for hours to tell me that I could have deposited at the GA but as in my head I have no transit it's impossible...no, the lady says that YES I can now, no communication between the bank and customers! They change your bank account without even notifying us. I had to wait 40 minutes just to deposit a measly $100. The cashiers talk constantly with customers, I would like to believe that customer service is important but let go and GO aweiller there are people (more than 6 customers) online!!!!! There was a cashier who saw that things were starting to fill up, and instead of helping her colleagues, Madam put up her little sign to quit her post! One who arrives from nowhere, who leans against the door and looks at the line, again she seemed so bored that she decided to leave the way she arrived.... Seriously review your way of managing, we don't just have to keep you waiting!! The worse things go, the more your bank struggles"""
1068,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","""Customer for over 20 years at Scotiabank, but after too many errors that occurred in the last year. In addition, I received an automatic notification to my email saying that my broker is now retired, without notice and that I should contact customer service at 1 800...! One word that sums up this service: Capitalist! Where is the great service I had before?"""
1069,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","""What I deplore is the non-compliance with a loan contract!!!!! SCOTIA DEALER ADVANTAGE ..... Decides after 42 months to change the terms of payment terms! And this even if I respected my part of the contract that I signed. If I had decided on my own to change anything OH they would have taken action against me! But they respect NOTHING. BRAVO GANG OF CHAMPIONS..... THE STAR I GAVE TO THEM UNFORTUNATELY I COULD NOT PUT -10"""
1070,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",The supervisor who received me. There is a lack of training in conflict resolution. He had the ability to change my behavior after reporting me 3 times for my actions without verifying them and without clarification. A bodily expression that gave me the air of superiority from the start. All this just to say the popular phrase “Can’t do anything”.
1071,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","""For me, it doesn't even deserve a star. This is one of the worst services I have ever had in my life. When it's time to open an account and transfer your investments, they are kind and courteous. But if a problem arises along the way.....they disappear. No way to talk to anyone. They throw the ball to each other. This is totally disrespectful. They even threatened my 15 year old son with a criminal case against him..........wow!!!!!!!!!! Nice group of adults. Um advice, go elsewhere"""
1072,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","The incompetence of the staff is phenomenal, blunder upon blunder. Ridiculous bottom line return."
1073,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","personally the staff has always been courteous and respectful towards me there are certain functions that the reception manager can carry out without going to the counter if the wait is a little long, but it would be great if the branch opened on Saturday even s it closes late at 8:00 p.m. on Wednesday and Thursday."
1074,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Very bad service! I am a student and I was charged $40 in bank fees even though my account is student. Also the service of the bank manager was unacceptable, she was arrogant! I will never go back there again!"
1075,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Impossible to make a money deposit without an envelope for months, no word to warn that it is still not fixed. For this banking transaction, I strongly advise you not to do it here."
1076,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Incredible lack of service, no return calls. Honestly the worst service I have ever received."
1077,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",the best branch of Scotiabank. Customer for 3 years. Impeccable service!! Diane the best in customer service!!
1078,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","After more than 21 days that I have fully repaid my car loan, it is still not settled, my rental contract is over... so it is complicated to settle a file?????"
1079,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",Bravo to the young clerk who kept his calm even though the customer shouted at him. Very good fast service
1080,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","""Why is it so difficult to make an ATM deposit? The counter never gives me access to this option when I go to the counter at 7:30 in the morning."""
1081,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",I found the idea of ​​accessing an ATM from my car interesting. I found the experience very pleasant.
1082,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Unable to provide you with an account statement in addition to charging 22.99% interest on a car loan, telephone service is more than unpleasant, incompetence reigns"
1083,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Terrible customer service which starts with a really welcoming welcome, not to mention the very long wait. Really worth seeing again."
1084,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",Already 2 hours of waiting on the phone... just for a mistake on the part of the employee...
1085,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",The staff is nice...but we wait...wait...wait. But it may also be a little because of the clientele too.
1086,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","""Giving 1 star is already too much, A big zero, unprofessional service. Beast . I don't recommend it to anyone."""
1087,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Customer for several years Very poor service Everything is complicated, no matter the request. Avoid!"
1088,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Very poor service!! Honestly, it can't get worse than Scotia Advantage!!"
1089,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","There's no common sense in making us wait but in the time you take, we can't afford that..."
1090,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",45 minutes to close 2 accounts and not receive the cash back that I had accumulated
1091,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",No one to answer the phone these technology one will lead 1800 from Toronto it takes 5 calls to be able to speak with some someone who speaks French after 35 minutes
1092,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Terrible customer service, don't go to this bank!"
1093,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","It reminds me of our banks in Algeria, no one at reception and big lineup!!"
1094,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",understanding and flexible staff in their loan policy
1095,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","If you like waiting and waiting and waiting, this is the bank for you."
1096,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","""Very good quality of services to businesses and customers I have referred many clients."""
1097,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",Being able to talk to someone on the phone is just impossible.
1098,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",enter 7400 very clean and smells good.
1099,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",This is the best service of my entire life.
1100,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",32 minutes no response wow
1101,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",To avoid
1102,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",don't do that!!!!
1103,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal","Long wait, never ending"
1104,google reviews,"Bd des Galeries d'Anjou, Anjou, Montreal",Bad bank
1105,SiteJabber,NA,Horrible customer service. Ridiculously long wait time greater than 2.5 hours waiting for service. We had only 7 customers in front of us and waited for such a long time. Treatment of elders is atrocious 75 year old Judge waited for 2.5 hours because ATMs were down! Unacceptable!
1106,SiteJabber,NA,The Scotia bank fraud department froze my bank account three times. They claimed I sent money to a flagged fraudster so what who cares it my money. Rhe fraud department forced me to close my account. The bank never lost money nor did I. So I opened a account at the TD. I was with the Scotia bank for nine years. They also disabled my interac transfer. The customer service for the Fraud department is disgusting. It's usually an hour wait just to talk to them on the phone.i will never deal with them again.
1107,SiteJabber,NA,"Terrible customer service, bank with no help to its clients. Not recommended at all, keep away as much as you can from this bank. Try your best to go to another bank."
1108,SiteJabber,NA,WORST BANK EVER HORRIBLE CUSTOMER SERVICE CAN'T REACH ANYONE. THEY DO NOT CARE AT ALL WILL BE LEAVING THAT BANK AFTER 25 YEARS AND TAKING MY MORTAGE WITH ME
1109,SiteJabber,NA,"If zero stars were an option I would put that but its not. Please if you asre with Scotiabank, GTFO! I had been with them since I was a kid and just left in 2024. In the last 5 years (2019 - 2024) I have been scammed, had multiple Visa cards fraudulently impacted and from this, people who had gotten ahold of my credit card number then were able to get into MY bank account and attempt to move TSFA money around! Insanity. I have never recieved any accomidations for any of my troubles over the years in having to go in and deal with all these impacted credit cards and the rest of what follows in the fraud claims. I worry all the time now that people are in my bank account and know my credit card number so I am always checking in on my RBC accounts. Switch to RBC, TD, literally anyone else but Scotiabank. This company is like having a 13 year old control your finances. They have destroyed my credit score which then I had to contact Trns Union and EquaFax to get sorted out. Since then they have been calling me non stop, hanging up the phone when I answer, and saying I have to pay them more money from the fraud charges on the last credit card I had cancelled.
An absolute mess and disaster of a company and a complete joke to call a bank. I feel bad for anyone who has to work there in any department. Sincerely - LDog NADALUTTI"
1110,SiteJabber,NA,"I have learned my lesson the hard way with Scotia Bank. Their promises were empty, and my savings vanished. Fortunately, RegainOrg.Info proved to be a reliable ally, assisting me in recovering some of the money I had lost."
1111,SiteJabber,NA,"I have been a customer for 35 yrs but not anymore! They screwed me for $4300.00 after I told them I was not renewing my mortgage with them they auto renewed it and locked it in for 6months.
I will pay it out take the penalties and th

Then sue for them back in court. The service is gone the bank is empty and the Manager was more like a timeshare salesman trying to lock me into a 3yr mortgage. I made it clear I was not renewing and was paying it out. They have froze people's accounts, ripped them off and they just simply don't care.
Avoid Scotiabank"
1112,SiteJabber,NA,25 minutes on hold to talk with someone from Mexico who barely understood my request... they put me on hold for another 15 minutes to ask four other people before hanging up on me. I don't remember setting up a bank account in Mexico or asking to be served in Spanish. And good luck getting ahold of someone at the branch level. Congratulations to Scotia Bank for making almost every experience as painful as possible.
1113,SiteJabber,NA,"I've been scammed and manipulated for a mortgage I received from an employee of Scotiabank.
The procedure was completely unethical and criminal.
I was forced to sign will under duress and charged with many fees which did not make any sense.
I was also advised by pro bono to file a complaint with both Scotiabank ombudsman and the Law Society of Ontario Ombudsman.
I've received a call from the Law Society but not from Scotiabank which I'm assuming they are hiding and are very unprofessional for not returning my concern.
Stay away from the Scotiabank to avoid be scammed and taking advantage of."
1114,SiteJabber,NA,"Also, they starved me and left me in severe pain for weeks.

They didn't care.

My account was frozen a second time in a year in a year when I complained about excessive bank fee charges. They called it fraud but the fraud department said that wasn't true. And that the branch was closing my account. They didn't want me to get a refund.

Greed."
1115,SiteJabber,NA,I've been with this bank for almost 5 years and have checks that bounce for amounts under $20 even when they know my direct deposit pay checks are deposited in the following 24 hours.
